name,name_en,name_local,bbox,center_lat,center_lon,osm_id,admin_level,ref,type
Khlong Hat District,Khlong Hat District,อำเภอคลองหาด,"102.1535306,13.2869674,102.3624677,13.6447614",0,0,18971353,6,,boundary
Mae Sariang District,Mae Sariang District,อำเภอแม่สะเรียง,"97.3438072,17.9941983,98.2083043,18.599493",0,0,18971387,6,,boundary
Na Wang District,Na Wang District,อำเภอนาวัง,"101.9816995,17.1618138,102.1414702,17.4654165",0,0,18971412,6,,boundary
Mueang Mae Hong Son District,Mueang Mae Hong Son District,อำเภอเมืองแม่ฮ่องสอน,"97.782711,18.9335483,98.2521874,19.640417",0,0,18971428,6,,boundary
Khok Sung District,Khok Sung District,อำเภอโคกสูง,"102.529845,13.7379418,102.7662519,13.9468157",0,0,18971432,6,,boundary
Non Sang District,Non Sang District,อำเภอโนนสัง,"102.3677872,16.7719832,102.6791526,17.0408163",0,0,18971443,6,,boundary
Mueang Sa Kaeo District,Mueang Sa Kaeo District,อำเภอเมืองสระแก้ว,"101.9039227,13.6803918,102.3257638,14.1957918",0,0,18971453,6,,boundary
Pai District,Pai District,อำเภอปาย,"98.125358,19.0252963,98.6522228,19.70432",0,0,18971456,6,,boundary
Pang Mapha District,Pang Mapha District,อำเภอปางมะผ้า,"98.024747,19.3694441,98.3809245,19.81427",0,0,18971458,6,,boundary
Si Bun Rueang District,Si Bun Rueang District,อำเภอศรีบุญเรือง,"102.0292112,16.8103901,102.4055113,17.1819635",0,0,18971530,6,,boundary
Sop Moei District,Sop Moei District,อำเภอสบเมย,"97.6715898,17.6369713,98.2894531,18.1705994",0,0,18971540,6,,boundary
Ta Phraya District,Ta Phraya District,อำเภอตาพระยา,"102.4971612,13.8563771,102.9409821,14.1760967",0,0,18971550,6,,boundary
Suwannakhuha District,Suwannakhuha District,อำเภอสุวรรณคูหา,"102.0832264,17.4093272,102.3986086,17.692208",0,0,18971552,6,,boundary
Borabue District,Borabue District,อำเภอบรบือ,"102.9421041,15.8414505,103.2650862,16.1709244",0,0,18971553,6,,boundary
Chiang Yuen District,Chiang Yuen District,อำเภอเชียงยืน,"102.947368,16.3173838,103.1856932,16.5157326",0,0,18971578,6,,boundary
Wang Nam Yen District,Wang Nam Yen District,อำเภอวังน้ำเย็น,"101.9355779,13.4289564,102.2186383,13.6618137",0,0,18971597,6,,boundary
Chuen Chom District,Chuen Chom District,อำเภอชื่นชม,"103.0852393,16.4526472,103.1960786,16.6436224",0,0,18971599,6,,boundary
Kae Dam District,Kae Dam District,อำเภอแกดำ,"103.3268339,15.9800322,103.4705679,16.1280499",0,0,18971615,6,,boundary
Fao Rai​ District,Fao Rai​ District,อำเภอเฝ้าไร่,"103.1766298,17.8567508,103.412766,18.1446157",0,0,18971619,6,,boundary
Wang Sombun District,Wang Sombun District,อำเภอวังสมบูรณ์,"101.9519546,13.2367083,102.2856857,13.4831072",0,0,18971621,6,,boundary
Kantharawichai District,Kantharawichai District,อำเภอกันทรวิชัย,"103.1426994,16.1872001,103.418864,16.3956492",0,0,18971648,6,,boundary
Mueang Nong Khai District,Mueang Nong Khai District,อำเภอเมืองหนองคาย,"102.6499569,17.6840237,103.0100659,18.004923",0,0,18971672,6,,boundary
Watthana Nakhon District,Watthana Nakhon District,อำเภอวัฒนานคร,"102.1311874,13.6035118,102.5913437,14.1661209",0,0,18971687,6,,boundary
Pho Tak District,Pho Tak District,อำเภอโพธิ์ตาก,"102.3557342,17.8196019,102.5025712,17.9738381",0,0,18971709,6,,boundary
Ban Dan Lan Hoi District,Ban Dan Lan Hoi District,อำเภอบ้านด่านลานหอย,"99.3121665,16.7849583,99.6466937,17.2701372",0,0,18971721,6,,boundary
Kosum Phisai District,Kosum Phisai District,อำเภอโกสุมพิสัย,"102.8431455,16.1013024,103.1749651,16.4388542",0,0,18971745,6,,boundary
Khiri Mat District,Khiri Mat District,อำเภอคีรีมาศ,"99.6043263,16.6827153,99.8916084,16.968599",0,0,18971754,6,,boundary
Phon Phisai District,Phon Phisai District,อำเภอโพนพิสัย,"102.8586326,17.8026676,103.3589447,18.162671",0,0,18971758,6,,boundary
Kut Rang District,Kut Rang District,อำเภอกุดรัง,"102.8478628,15.9058452,103.0799476,16.1722193",0,0,18971760,6,,boundary
Kong Krailat District,Kong Krailat District,อำเภอกงไกรลาศ,"99.8398681,16.7976621,100.1117946,17.0857852",0,0,18971830,6,,boundary
Mueang Maha Sarakham District,Mueang Maha Sarakham District,อำเภอเมืองมหาสารคาม,"103.1177289,15.9646987,103.5040292,16.2446013",0,0,18971831,6,,boundary
Rattanawapi District,Rattanawapi District,อำเภอรัตนวาปี,"103.1381488,18.1097396,103.3667414,18.3052476",0,0,18971840,6,,boundary
Mueang Sukhothai District,Mueang Sukhothai District,อำเภอเมืองสุโขทัย,"99.614357,16.878566,99.9661124,17.1509399",0,0,18971898,6,,boundary
Sawankhalok District,Sawankhalok District,อำเภอสวรรคโลก,"99.6656685,17.1651731,99.9835329,17.4916141",0,0,18971905,6,,boundary
Na Chueak District,Na Chueak District,อำเภอนาเชือก,"102.9009678,15.6980607,103.1906117,15.9182124",0,0,18971909,6,,boundary
Na Dun District,Na Dun District,อำเภอนาดูน,"103.1235513,15.6303306,103.3445987,15.8068069",0,0,18971922,6,,boundary
Si Nakhon District,Si Nakhon District,อำเภอศรีนคร,"99.9080213,17.2505774,100.0309156,17.5214153",0,0,18971954,6,,boundary
Phayakkhaphum Phisai District,Phayakkhaphum Phisai District,อำเภอพยัคฆภูมิพิสัย,"103.0451293,15.4059271,103.4266909,15.6566527",0,0,18971964,6,,boundary
Wapi Pathum District,Wapi Pathum District,อำเภอวาปีปทุม,"103.149479,15.7089298,103.4882531,16.0162825",0,0,18971975,6,,boundary
Yang Sisurat District,Yang Sisurat District,อำเภอยางสีสุราช,"102.9726304,15.592334,103.2151732,15.7125649",0,0,18971980,6,,boundary
Don Tan District,Don Tan District,อำเภอดอนตาล,"104.6613544,16.1852237,104.9782867,16.4364749",0,0,18972006,6,,boundary
Dong Luang District,Dong Luang District,อำเภอดงหลวง,"104.0701069,16.6599208,104.6604368,16.9067798",0,0,18972010,6,,boundary
Sakhrai District,Sakhrai District,อำเภอสระใคร,"102.5957265,17.593769,102.8008078,17.7629551",0,0,18972032,6,,boundary
Sang Khom District,Sang Khom District,อำเภอสร้างคอม,"102.9506612,17.6940894,103.1327356,17.8930057",0,0,18972063,6,,boundary
Si Samrong District,Si Samrong District,อำเภอศรีสำโรง,"99.4589408,17.0595026,99.9846651,17.293782",0,0,18972082,6,,boundary
Khamcha-i District,Khamcha-i District,อำเภอคำชะอี,"104.1731209,16.4623342,104.5159631,16.7624789",0,0,18972199,6,,boundary
Sangkhom District,Sangkhom District,อำเภอสังคม,"102.0551399,17.9227445,102.402755,18.216105",0,0,18972219,6,,boundary
Mueang Mukdahan District,Mueang Mukdahan District,อำเภอเมืองมุกดาหาร,"104.4348507,16.2703458,104.8599519,16.7958109",0,0,18972221,6,,boundary
Nikhom Kham Soi District,Nikhom Kham Soi District,อำเภอนิคมคำสร้อย,"104.3989441,16.211091,104.6709544,16.4683581",0,0,18972243,6,,boundary
Si Satchanalai District,Si Satchanalai District,อำเภอศรีสัชนาลัย,"99.4130427,17.3552016,99.9772282,17.8216562",0,0,18972264,6,,boundary
Nong Sung District,Nong Sung District,อำเภอหนองสูง,"104.2210633,16.3228937,104.4752725,16.5458634",0,0,18972268,6,,boundary
Wan Yai District,Wan Yai District,อำเภอหว้านใหญ่,"104.6923192,16.6264402,104.764049,16.8299471",0,0,18972275,6,,boundary
Thung Saliam District,Thung Saliam District,อำเภอทุ่งเสลี่ยม,"99.4061586,17.2387947,99.7250099,17.5149083",0,0,18972277,6,,boundary
Si Chiang Mai District,Si Chiang Mai District,อำเภอศรีเชียงใหม่,"102.3864303,17.8661168,102.614069,18.0018777",0,0,18972346,6,,boundary
Buachet District,Buachet District,อำเภอบัวเชด,"103.8825355,14.3302335,104.0590575,14.6385732",0,0,18972438,6,,boundary
Tha Bo District,Tha Bo District,อำเภอท่าบ่อ,"102.4288981,17.6651141,102.671828,17.9234365",0,0,18972478,6,,boundary
Chom Phra District,Chom Phra District,อำเภอจอมพระ,"103.4182613,15.0457075,103.7385051,15.2212199",0,0,18972499,6,,boundary
Ban Na District,Ban Na District,อำเภอบ้านนา,"100.9455194,14.1324028,101.1657239,14.4147316",0,0,18972508,6,,boundary
Chumphon Buri District,Chumphon Buri District,อำเภอชุมพลบุรี,"103.0896049,15.2822924,103.5974965,15.4828546",0,0,18972550,6,,boundary
Mueang Nakhon Nayok District,Mueang Nakhon Nayok District,อำเภอเมืองนครนายก,"101.0664362,14.0071436,101.4222089,14.5127993",0,0,18972556,6,,boundary
Kapho,Kapho,,"101.4854432,6.5498586,101.5969476,6.6759234",0,0,18972558,6,,boundary
Ongkharak District,Ongkharak District,อำเภอองครักษ์,"100.9135971,13.9612445,101.1733451,14.2430707",0,0,18972581,6,,boundary
Pak Phli District,Pak Phli District,อำเภอปากพลี,"101.1781384,14.0428729,101.5054838,14.3904069",0,0,18972587,6,,boundary
Ban Phaeng District,Ban Phaeng District,อำเภอบ้านแพง,"104.1117135,17.724867,104.3005486,18.0237398",0,0,18972609,6,,boundary
Kap Choeng District,Kap Choeng District,อำเภอกาบเชิง,"103.3846473,14.3647012,103.7587446,14.5724215",0,0,18972641,6,,boundary
Mueang Nakhon Phanom District,Mueang Nakhon Phanom District,อำเภอเมืองนครพนม,"104.4126431,17.1276327,104.806605,17.4914845",0,0,18972661,6,,boundary
Khok Pho,Khok Pho,,"101.0173905,6.5956972,101.2240274,6.8015014",0,0,18972662,6,,boundary
Na Kae District,Na Kae District,อำเภอนาแก,"104.2484014,16.8298453,104.6402578,17.0968433",0,0,18972680,6,,boundary
Mae Lan,Mae Lan,,"101.1843066,6.6062611,101.2907608,6.723281",0,0,18972684,6,,boundary
Mai Kaen,Mai Kaen,,"101.6314012,6.5680476,101.7254294,6.6738381",0,0,18972717,6,,boundary
Na Thom District,Na Thom District,อำเภอนาทม,"103.9815476,17.7223208,104.1984129,17.9559291",0,0,18972723,6,,boundary
Mayo,Mayo,,"101.3169667,6.5993668,101.5012398,6.7792394",0,0,18972733,6,,boundary
Mueang Pattani,Mueang Pattani,,"101.1921814,6.802897,101.324898,6.9045944",0,0,18972765,6,,boundary
Nong Chik,Nong Chik,,"101.0421292,6.6949833,101.2739836,6.8678826",0,0,18972840,6,,boundary
Panare,Panare,,"101.4508397,6.7337,101.5955592,6.8820584",0,0,18972879,6,,boundary
Na Wa District,Na Wa District,อำเภอนาหว้า,"104.0094654,17.375001,104.1989565,17.6517832",0,0,18975148,6,,boundary
Lamduan District,Lamduan District,อำเภอลำดวน,"103.6017515,14.6286503,103.7846351,14.8041664",0,0,18975245,6,,boundary
Phon Sawan District,Phon Sawan District,อำเภอโพนสวรรค์,"104.1785222,17.3614046,104.6475659,17.5562839",0,0,18975276,6,,boundary
Sai Buri,Sai Buri,,"101.4866571,6.6235279,101.6640052,6.7818152",0,0,18975290,6,,boundary
Pla Pak District,Pla Pak District,อำเภอปลาปาก,"104.3886784,17.0739528,104.6838859,17.3325095",0,0,18975296,6,,boundary
Renu Nakhon District,Renu Nakhon District,อำเภอเรณูนคร,"104.5622229,16.9515104,104.7194706,17.16286",0,0,18975327,6,,boundary
Thung Yang Daeng,Thung Yang Daeng,,"101.3726398,6.5680019,101.5158147,6.7126176",0,0,18975328,6,,boundary
Yarang,Yarang,,"101.238384,6.5541145,101.3824436,6.8434447",0,0,18975345,6,,boundary
Mueang Surin District,Mueang Surin District,อำเภอเมืองสุรินทร์,"103.2790415,14.6862295,103.6934874,15.1423599",0,0,18975352,6,,boundary
Yaring,Yaring,,"101.2323652,6.7579059,101.4821231,6.9517593",0,0,18975386,6,,boundary
Si Songkhram District,Si Songkhram District,อำเภอศรีสงคราม,"104.0592428,17.5011853,104.4178597,17.7937814",0,0,18975407,6,,boundary
Non Narai District,Non Narai District,อำเภอโนนนารายณ์,"103.8407905,15.1094102,103.9887036,15.2890249",0,0,18975416,6,,boundary
Kapong District,Kapong District,อำเภอกะปง,"98.311036,8.6023864,98.6015279,8.8952552",0,0,18975418,6,,boundary
Tha Uthen District,Tha Uthen District,อำเภอท่าอุเทน,"104.2782794,17.4269395,104.7290629,17.8480206",0,0,18975434,6,,boundary
That Phanom District,That Phanom District,อำเภอธาตุพนม,"104.6283292,16.7871073,104.7881591,17.1793192",0,0,18975447,6,,boundary
Wang Yang District,Wang Yang District,อำเภอวังยาง,"104.3513039,17.0015085,104.5295606,17.1386542",0,0,18975513,6,,boundary
Ban Lueam District,Ban Lueam District,อำเภอบ้านเหลื่อม,"102.0330633,15.5015878,102.2501922,15.648053",0,0,18975531,6,,boundary
Bua Lai District,Bua Lai District,อำเภอบัวลาย,"102.418895,15.6099293,102.6047896,15.728309",0,0,18975550,6,,boundary
Phanom Dong Rak District,Phanom Dong Rak District,อำเภอพนมดงรัก,"103.2111864,14.3267099,103.4119802,14.5399044",0,0,18975589,6,,boundary
Bua Yai District,Bua Yai District,อำเภอบัวใหญ่,"102.2307279,15.4583166,102.524254,15.734019",0,0,18975605,6,,boundary
Chakkarat District,Chakkarat District,อำเภอจักราช,"102.3122366,14.8022107,102.5676054,15.1338688",0,0,18975752,6,,boundary
Prasat District,Prasat District,อำเภอปราสาท,"103.20996,14.4824842,103.6307421,14.775357",0,0,18975840,6,,boundary
Khura Buri District,Khura Buri District,อำเภอคุระบุรี,"97.6310015,8.4753332,98.5311997,9.4789447",0,0,18975845,6,,boundary
Rattanaburi District,Rattanaburi District,อำเภอรัตนบุรี,"103.7592292,15.2013612,104.0921379,15.4687264",0,0,18975899,6,,boundary
Chok Chai District,Chok Chai District,อำเภอโชคชัย,"102.103293,14.5907815,102.3207911,14.9183274",0,0,18975902,6,,boundary
Chum Phuang District,Chum Phuang District,อำเภอชุมพวง,"102.6123306,15.0801979,102.8745771,15.4527927",0,0,18975990,6,,boundary
Samrong Thap District,Samrong Thap District,อำเภอสำโรงทาบ,"103.8492542,14.9033845,104.0210458,15.1628435",0,0,18975998,6,,boundary
Sangkha District,Sangkha District,อำเภอสังขะ,"103.6223399,14.3359239,104.0562225,14.7487767",0,0,18976059,6,,boundary
Dan Khun Thot District,Dan Khun Thot District,อำเภอด่านขุนทด,"101.3875836,15.0513292,101.9336566,15.4210696",0,0,18976061,6,,boundary
Huai Thalaeng District,Huai Thalaeng District,อำเภอห้วยแถลง,"102.4840691,14.9337202,102.8048174,15.1678046",0,0,18976077,6,,boundary
Ko Yao District,Ko Yao District,อำเภอเกาะยาว,"98.4859336,7.7445975,98.6641344,8.2406088",0,0,18976094,6,,boundary
Sanom District,Sanom District,อำเภอสนม,"103.6995143,15.0977814,103.8651678,15.2947587",0,0,18976097,6,,boundary
Kaeng Sanam Nang District,Kaeng Sanam Nang District,อำเภอแก้งสนามนาง,"102.1188329,15.6072801,102.3640515,15.808174",0,0,18976106,6,,boundary
Kham Sakaesaeng District,Kham Sakaesaeng District,อำเภอขามสะแกแสง,"102.0440214,15.278548,102.2962498,15.4661715",0,0,18976110,6,,boundary
Khon Buri District,Khon Buri District,อำเภอครบุรี,"101.966555,14.1203894,102.4316246,14.6505909",0,0,18976193,6,,boundary
Si Narong District,Si Narong District,อำเภอศรีณรงค์,"103.7592388,14.6874393,104.0041403,14.8996332",0,0,18976223,6,,boundary
Khong District,Khong District,อำเภอคง,"102.009999,15.2712079,102.5290929,15.547727",0,0,18976229,6,,boundary
Lam Thamenchai District,Lam Thamenchai District,อำเภอลำทะเมนชัย,"102.82482,15.1659295,102.9863581,15.4054555",0,0,18976244,6,,boundary
Sikhoraphum District,Sikhoraphum District,อำเภอศีขรภูมิ,"103.6614297,14.7693169,103.928134,15.1335303",0,0,18976251,6,,boundary
Mueang Phang-nga District,Mueang Phang-nga District,อำเภอเมืองพังงา,"98.3678507,8.2799326,98.6187198,8.6625942",0,0,18976260,6,,boundary
Mueang Nakhon Ratchasima District,Mueang Nakhon Ratchasima District,อำเภอเมืองนครราชสีมา,"101.9324307,14.789613,102.2305653,15.1405753",0,0,18976278,6,,boundary
Mueang Yang District,Mueang Yang District,อำเภอเมืองยาง,"102.7544412,15.3617044,103.0125606,15.5231009",0,0,18976285,6,,boundary
Non Daeng District,Non Daeng District,อำเภอโนนแดง,"102.4314627,15.3716569,102.6106589,15.5356643",0,0,18976416,6,,boundary
Tha Tum District,Tha Tum District,อำเภอท่าตูม,"103.4285186,15.1526893,103.829436,15.4688547",0,0,18976439,6,,boundary
Non Sung District,Non Sung District,อำเภอโนนสูง,"102.1205348,15.029298,102.4355025,15.3844603",0,0,18976448,6,,boundary
Takua Pa District,Takua Pa District,อำเภอตะกั่วป่า,"97.796195,8.6166246,98.4571429,9.0151411",0,0,18976456,6,,boundary
Non Thai District,Non Thai District,อำเภอโนนไทย,"101.8678707,15.0723025,102.1781479,15.3116429",0,0,18976461,6,,boundary
Ban Tak District,Ban Tak District,อำเภอบ้านตาก,"98.8242921,16.9128711,99.3215115,17.4066878",0,0,18976465,6,,boundary
Nong Bun Mak District,Nong Bun Mak District,อำเภอหนองบุญมาก,"102.2614916,14.5919411,102.4771035,14.8562986",0,0,18976466,6,,boundary
Pak Chong District,Pak Chong District,อำเภอปากช่อง,"101.1810138,14.3837057,101.7439627,14.9027798",0,0,18976477,6,,boundary
Mae Ramat District,Mae Ramat District,อำเภอแม่ระมาด,"98.3224772,16.8269862,98.9122799,17.2944018",0,0,18976480,6,,boundary
Mae Sot District,Mae Sot District,อำเภอแม่สอด,"98.4621702,16.5334286,98.9657551,16.9778373",0,0,18976535,6,,boundary
Mueang Tak District,Mueang Tak District,อำเภอเมืองตาก,"98.8268815,16.5600015,99.4670352,17.2139557",0,0,18976554,6,,boundary
Pak Thong Chai District,Pak Thong Chai District,อำเภอปักธงชัย,"101.7031448,14.4986528,102.1364325,14.8447438",0,0,18976574,6,,boundary
Phop Phra District,Phop Phra District,อำเภอพบพระ,"98.5968683,16.268607,99.0373152,16.6416044",0,0,18976634,6,,boundary
Sam Ngao District,Sam Ngao District,อำเภอสามเงา,"98.4911885,17.1309616,99.2258738,17.8345414",0,0,18976675,6,,boundary
Takua Thung District,Takua Thung District,อำเภอตะกั่วทุ่ง,"98.2687468,8.115913,98.5125829,8.4647975",0,0,18976712,6,,boundary
Phimai District,Phimai District,อำเภอพิมาย,"102.3667634,15.0678497,102.7122011,15.4861128",0,0,18976719,6,,boundary
Phra Thong Kham District,Phra Thong Kham District,อำเภอพระทองคำ,"101.8762922,15.2208499,102.1106179,15.4646213",0,0,18976754,6,,boundary
Tha Song Yang District,Tha Song Yang District,อำเภอท่าสองยาง,"97.742169,17.0669678,98.4715123,17.8679172",0,0,18976763,6,,boundary
Prathai District,Prathai District,อำเภอประทาย,"102.5913198,15.4304629,102.8414974,15.728592",0,0,18976830,6,,boundary
Umphang District,Umphang District,อำเภออุ้มผาง,"98.548287,15.1799534,99.1388565,16.3901186",0,0,18976831,6,,boundary
Sida District,Sida District,อำเภอสีดา,"102.4603125,15.4619865,102.623738,15.6697891",0,0,18976841,6,,boundary
Wang Chao District,Wang Chao District,อำเภอวังเจ้า,"98.9683378,16.4304215,99.2748498,16.8014936",0,0,18976851,6,,boundary
Thai Mueang District,Thai Mueang District,อำเภอท้ายเหมือง,"98.2051427,8.301685,98.4256359,8.6529462",0,0,18976866,6,,boundary
Thap Put District,Thap Put District,อำเภอทับปุด,"98.5486619,8.3746649,98.7077538,8.6617399",0,0,18976977,6,,boundary
Bang Kaeo District,Bang Kaeo District,อำเภอบางแก้ว,"100.0987469,7.3525335,100.2816344,7.4792438",0,0,18988525,6,,boundary
Sikhio District,Sikhio District,อำเภอสีคิ้ว,"101.396002,14.6931248,101.7869966,15.1158029",0,0,18988537,6,,boundary
Khao Chaison District,Khao Chaison District,อำเภอเขาชัยสน,"99.994013,7.3565943,100.2761831,7.5762274",0,0,18988552,6,,boundary
Soeng Sang District,Soeng Sang District,อำเภอเสิงสาง,"102.3554502,14.1446657,102.6862954,14.6145456",0,0,18988567,6,,boundary
Khuan Khanun District,Khuan Khanun District,อำเภอควนขนุน,"99.9061306,7.6353847,100.2184351,7.8792462",0,0,18988609,6,,boundary
Thepharak District,Thepharak District,อำเภอเทพารักษ์,"101.3804244,15.2008788,101.6409649,15.4038843",0,0,18988689,6,,boundary
Kong Ra District,Kong Ra District,อำเภอกงหรา,"99.8474926,7.3128879,100.0313874,7.5304145",0,0,18988714,6,,boundary
Wang Nam Khiao District,Wang Nam Khiao District,อำเภอวังน้ำเขียว,"101.6183368,14.2277924,102.070327,14.64426",0,0,18988716,6,,boundary
Hat Samran District,Hat Samran District,อำเภอหาดสำราญ,"99.5217662,7.1319888,99.6420145,7.3211111",0,0,18988747,6,,boundary
Banphot Phisai District,Banphot Phisai District,อำเภอบรรพตพิสัย,"99.8046961,15.8382662,100.163375,16.1912575",0,0,18988764,6,,boundary
Mueang Phatthalung District,Mueang Phatthalung District,อำเภอเมืองพัทลุง,"99.9701051,7.4388391,100.2333147,7.7381298",0,0,18988818,6,,boundary
Chum Saeng District,Chum Saeng District,อำเภอชุมแสง,"100.1602503,15.6929035,100.4612346,15.9878314",0,0,18988819,6,,boundary
Huai Yot District,Huai Yot District,อำเภอห้วยยอด,"99.4181716,7.6486339,99.8195814,7.9304781",0,0,18988831,6,,boundary
Chum Ta Bong District,Chum Ta Bong District,อำเภอชุมตาบง,"99.4458537,15.5617814,99.6693914,15.7676099",0,0,18988839,6,,boundary
Kao Liao District,Kao Liao District,อำเภอเก้าเลี้ยว,"99.9932082,15.807905,100.1881923,15.9601344",0,0,18988848,6,,boundary
Pa Bon District,Pa Bon District,อำเภอป่าบอน,"99.9565977,7.0903324,100.316734,7.3822206",0,0,18988871,6,,boundary
Krok Phra District,Krok Phra District,อำเภอโกรกพระ,"99.9324771,15.4837269,100.1412882,15.6820293",0,0,18988977,6,,boundary
Sap Yai District,Sap Yai District,อำเภอซับใหญ่,"101.4716593,15.5367501,101.7467665,15.6915318",0,0,18988990,6,,boundary
Mae Poen District,Mae Poen District,อำเภอแม่เปิน,"99.2134922,15.5639223,99.5126422,15.7973167",0,0,18988997,6,,boundary
Pa Phayom District,Pa Phayom District,อำเภอป่าพะยอม,"99.7327032,7.7435383,99.9940222,7.9057409",0,0,18989001,6,,boundary
Kantang District,Kantang District,อำเภอกันตัง,"99.0526566,7.1964082,99.6159162,7.5432812",0,0,18989003,6,,boundary
Mueang Nakhon Sawan District,Mueang Nakhon Sawan District,อำเภอเมืองนครสวรรค์,"99.8914551,15.5604445,100.3384922,15.848874",0,0,18989005,6,,boundary
Thep Sathit District,Thep Sathit District,อำเภอเทพสถิต,"101.3696886,15.3314025,101.6596987,15.8880899",0,0,18989014,6,,boundary
Pak Phayun District,Pak Phayun District,อำเภอปากพะยูน,"100.1892381,7.2313491,100.4286995,7.5278199",0,0,18989033,6,,boundary
Mueang Trang District,Mueang Trang District,อำเภอเมืองตรัง,"99.4627881,7.4656502,99.8111169,7.7184919",0,0,18989036,6,,boundary
Na Yong District,Na Yong District,อำเภอนาโยง,"99.665201,7.4725157,99.8374186,7.6445691",0,0,18989058,6,,boundary
Kaeng Hang Maeo District,Kaeng Hang Maeo District,อำเภอแก่งหางแมว,"101.6847178,12.8341324,102.0581505,13.3332549",0,0,18989064,6,,boundary
Tamot District,Tamot District,อำเภอตะโหมด,"99.932106,7.1982941,100.136454,7.3734811",0,0,18989072,6,,boundary
Nong Bua District,Nong Bua District,อำเภอหนองบัว,"100.4028595,15.7389292,100.8126204,16.0268565",0,0,18989073,6,,boundary
Phaisali District,Phaisali District,อำเภอไพศาลี,"100.5115542,15.334274,100.8334897,15.7827132",0,0,18989111,6,,boundary
Palian District,Palian District,อำเภอปะเหลียน,"99.3919011,6.9730226,99.9491068,7.3769495",0,0,18989113,6,,boundary
Ratsada District,Ratsada District,อำเภอรัษฎา,"99.5607528,7.8453606,99.7572566,8.0129037",0,0,18989143,6,,boundary
Phayuha Khiri District,Phayuha Khiri District,อำเภอพยุหะคีรี,"100.0130277,15.3633847,100.4100078,15.6371147",0,0,18989161,6,,boundary
Tak Fa District,Tak Fa District,อำเภอตากฟ้า,"100.3273384,15.2380404,100.6344719,15.5383013",0,0,18989200,6,,boundary
Sikao District,Sikao District,อำเภอสิเกา,"99.2327158,7.4001541,99.5195618,7.8253023",0,0,18989202,6,,boundary
Khao Khitchakut District,Khao Khitchakut District,อำเภอเขาคิชฌกูฏ,"101.9570533,12.7355662,102.2335212,13.197614",0,0,18989211,6,,boundary
Wang Wiset District,Wang Wiset District,อำเภอวังวิเศษ,"99.2781671,7.5619419,99.5650608,7.9449666",0,0,18989250,6,,boundary
Takhli District,Takhli District,อำเภอตาคลี,"100.214167,15.0664511,100.6202206,15.4544992",0,0,18989261,6,,boundary
Tha Tako District,Tha Tako District,อำเภอท่าตะโก,"100.2867739,15.4066782,100.6179249,15.8317223",0,0,18989273,6,,boundary
Bang Khan District,Bang Khan District,อำเภอบางขัน,"99.3652246,7.87454,99.6066341,8.1440135",0,0,18989327,6,,boundary
Yan Ta Khao District,Yan Ta Khao District,อำเภอย่านตาขาว,"99.5807118,7.3343246,99.9053275,7.5199165",0,0,18989340,6,,boundary
Cha-uat District,Cha-uat District,อำเภอชะอวด,"99.7378997,7.8380376,100.1774952,8.1267656",0,0,18989358,6,,boundary
Su-Ngai Padi,Su-Ngai Padi,,"101.7944922,5.9771989,102.022708,6.2778512",0,0,18989363,6,,boundary
Sukhirin,Sukhirin,,"101.618224,5.732906,101.82686,6.0893244",0,0,18989392,6,,boundary
Chaloem Phra Kiat District,Chaloem Phra Kiat District,อำเภอเฉลิมพระเกียรติ,"99.9316208,8.0531267,100.1257923,8.2667685",0,0,18989419,6,,boundary
Tak Bai,Tak Bai,,"101.8976548,6.1050148,102.0932536,6.3728904",0,0,18989425,6,,boundary
Chang Klang District,Chang Klang District,อำเภอช้างกลาง,"99.5173327,8.2707715,99.7207117,8.4551837",0,0,18989428,6,,boundary
Waeng,Waeng,,"101.795422,5.7669172,101.9492514,6.0157195",0,0,18989434,6,,boundary
Chawang District,Chawang District,อำเภอฉวาง,"99.4136948,8.3480394,99.7032803,8.6506578",0,0,18989441,6,,boundary
Si Banphot District,Si Banphot District,อำเภอศรีบรรพต,"99.78373,7.5952893,99.9781118,7.7913601",0,0,18989463,6,,boundary
Chian Yai District,Chian Yai District,อำเภอเชียรใหญ่,"100.0527916,8.0093009,100.2596074,8.2295341",0,0,18989481,6,,boundary
Chulabhorn District,Chulabhorn District,อำเภอจุฬาภรณ์,"99.7698433,8.0075584,99.9625834,8.1502071",0,0,18989484,6,,boundary
Yi-Ngo,Yi-Ngo,,"101.6232285,6.3473937,101.7856949,6.4999496",0,0,18989500,6,,boundary
Hua Sai District,Hua Sai District,อำเภอหัวไทร,"100.1396203,7.8764791,100.3363172,8.1786987",0,0,18989502,6,,boundary
Khanom District,Khanom District,อำเภอขนอม,"99.7198809,9.0817724,99.9094861,9.3262424",0,0,18989507,6,,boundary
Ban Na San District,Ban Na San District,อำเภอบ้านนาสาร,"99.2222164,8.6686057,99.5600667,8.9983064",0,0,18989513,6,,boundary
Lan Saka District,Lan Saka District,อำเภอลานสกา,"99.6965472,8.2596059,99.898453,8.4942674",0,0,18989544,6,,boundary
Ban Ta Khun District,Ban Ta Khun District,อำเภอบ้านตาขุน,"98.4729809,8.8681698,98.9496722,9.3679223",0,0,18989551,6,,boundary
Chai Buri District,Chai Buri District,อำเภอชัยบุรี,"98.9318713,8.3594953,99.206051,8.5578914",0,0,18989572,6,,boundary
