name,name_en,name_local,bbox,center_lat,center_lon,osm_id,admin_level,ref,type
Pak Khat District,Pak Khat District,อำเภอปากคาด,"103.24334,18.1574067,103.4394882,18.433842",0,0,18918881,6,,boundary
Wang Muang District,Wang Muang District,อำเภอวังม่วง,"101.0531288,14.6998271,101.228247,14.9214098",0,0,18918886,6,,boundary
Phon Charoen District,Phon Charoen District,อำเภอพรเจริญ,"103.5319398,17.9389451,103.7893007,18.199315",0,0,18918917,6,,boundary
Seka District,Seka District,อำเภอเซกา,"103.7078176,17.7708594,104.095008,18.2292339",0,0,18919006,6,,boundary
Si Wilai District,Si Wilai District,อำเภอศรีวิไล,"103.6472112,18.0427493,103.8934474,18.2759064",0,0,18919011,6,,boundary
Wihan Daeng District,Wihan Daeng District,อำเภอวิหารแดง,"100.891523,14.2436181,101.0633121,14.4366373",0,0,18919012,6,,boundary
Khao Wong District,Khao Wong District,อำเภอเขาวง,"103.9914748,16.5967364,104.1990908,16.7842134",0,0,18919036,6,,boundary
So Phisai District,So Phisai District,อำเภอโซ่พิสัย,"103.2920727,17.9670844,103.5847752,18.32309",0,0,18919039,6,,boundary
Sankhaburi District,Sankhaburi District,อำเภอสรรคบุรี,"100.0653035,14.9229818,100.2921444,15.1188215",0,0,18919048,6,,boundary
Kut Chum District,Kut Chum District,อำเภอกุดชุม,"104.106601,15.8982572,104.4519298,16.227019",0,0,18919090,6,,boundary
Sapphaya District,Sapphaya District,อำเภอสรรพยา,"100.1650101,15.0546674,100.3547993,15.2302851",0,0,18921701,6,,boundary
Akat Amnuai District,Akat Amnuai District,อำเภออากาศอำนวย,"103.8761213,17.4618516,104.0842555,17.8224501",0,0,18921736,6,,boundary
Khong Chai District,Khong Chai District,อำเภอฆ้องชัย,"103.4044276,16.1816732,103.550154,16.3441346",0,0,18921750,6,,boundary
Wat Sing District,Wat Sing District,อำเภอวัดสิงห์,"99.8081226,15.1346609,100.0754769,15.3060933",0,0,18921757,6,,boundary
Ban Muang District,Ban Muang District,อำเภอบ้านม่วง,"103.3668609,17.7494724,103.7041788,18.0889458",0,0,18921773,6,,boundary
Charoen Sin District,Charoen Sin District,อำเภอเจริญศิลป์,"103.4007997,17.5036711,103.6707264,17.7697678",0,0,18921849,6,,boundary
Mueang Uthai Thani District,Mueang Uthai Thani District,อำเภอเมืองอุทัยธานี,"99.9298185,15.2631745,100.1071513,15.5103981",0,0,18921851,6,,boundary
Nong Khayang District,Nong Khayang District,อำเภอหนองขาหย่าง,"99.8718158,15.2869846,100.0419577,15.4413876",0,0,18921880,6,,boundary
Kham Ta Kla District,Kham Ta Kla District,อำเภอคำตากล้า,"103.6332366,17.7249203,103.9251893,17.9558644",0,0,18921881,6,,boundary
Kho Wang District,Kho Wang District,อำเภอค้อวัง,"104.2328634,15.2893058,104.4469396,15.4607112",0,0,18921882,6,,boundary
Ban Phue District,Ban Phue District,อำเภอบ้านผือ,"102.2524152,17.4521886,102.732213,17.9932399",0,0,18921883,6,,boundary
Kuchinarai District,Kuchinarai District,อำเภอกุฉินารายณ์,"103.8124615,16.3908804,104.2406402,16.6797727",0,0,18921919,6,,boundary
Ban Dung District,Ban Dung District,อำเภอบ้านดุง,"103.0948615,17.5121734,103.4225707,17.9049904",0,0,18921932,6,,boundary
Nong Chang District,Nong Chang District,อำเภอหนองฉาง,"99.6114445,15.2866851,99.8980118,15.4484553",0,0,18921933,6,,boundary
Kham Khuean Kaeo District,Kham Khuean Kaeo District,อำเภอคำเขื่อนแก้ว,"104.1682658,15.5356107,104.5124952,15.7733214",0,0,18921934,6,,boundary
Huai Khot District,Huai Khot District,อำเภอห้วยคต,"99.3482949,15.2016821,99.6900977,15.3822361",0,0,18921945,6,,boundary
Yaha,Yaha,,"100.968991,6.244259,101.2261791,6.6082144",0,0,18921988,6,,boundary
Khok Si Suphan District,Khok Si Suphan District,อำเภอโคกศรีสุพรรณ,"104.1964518,16.9204232,104.3992814,17.1368053",0,0,18921994,6,,boundary
Chai Wan District,Chai Wan District,อำเภอไชยวาน,"103.1553225,17.112033,103.4404877,17.3443192",0,0,18921996,6,,boundary
Mueang Kalasin District,Mueang Kalasin District,อำเภอเมืองกาฬสินธุ์,"103.4120376,16.3311463,103.7091173,16.6767577",0,0,18922046,6,,boundary
Thap Than District,Thap Than District,อำเภอทัพทัน,"99.6656255,15.4126616,99.9592431,15.5975969",0,0,18922071,6,,boundary
Than To,Than To,,"101.058677,5.8943386,101.4784778,6.2155586",0,0,18922088,6,,boundary
Na Khu District,Na Khu District,อำเภอนาคู,"103.9434129,16.6333081,104.0987132,16.8559391",0,0,18922091,6,,boundary
Na Mon District,Na Mon District,อำเภอนามน,"103.6868331,16.4890484,103.893094,16.6791202",0,0,18922105,6,,boundary
Kusuman District,Kusuman District,อำเภอกุสุมาลย์,"104.0710768,17.2631395,104.4236585,17.4323422",0,0,18922107,6,,boundary
Sawang Arom District,Sawang Arom District,อำเภอสว่างอารมณ์,"99.5703171,15.5202511,99.9420351,15.6883401",0,0,18922110,6,,boundary
Raman,Raman,,"101.3024125,6.3355647,101.6089762,6.6060091",0,0,18922120,6,,boundary
Nong Kung Si District,Nong Kung Si District,อำเภอหนองกุงศรี,"103.1711138,16.6065941,103.4775327,16.8548065",0,0,18922121,6,,boundary
Rong Kham District,Rong Kham District,อำเภอร่องคำ,"103.6811658,16.2184303,103.7562852,16.3646694",0,0,18922139,6,,boundary
Kut Bak District,Kut Bak District,อำเภอกุดบาก,"103.6448421,16.9712708,103.9863073,17.1823826",0,0,18922140,6,,boundary
Sahatsakhan District,Sahatsakhan District,อำเภอสหัสขันธ์,"103.4545259,16.6242367,103.6964184,16.8397635",0,0,18922161,6,,boundary
Lan Sak District,Lan Sak District,อำเภอลานสัก,"99.1732651,15.3333283,99.7036188,15.7812946",0,0,18922183,6,,boundary
Ban Kruat District,Ban Kruat District,อำเภอบ้านกรวด,"102.9569554,14.2502283,103.2466563,14.580722",0,0,18922186,6,,boundary
Mueang Yala,Mueang Yala,,"101.0894875,6.4461147,101.3548745,6.6831757",0,0,18922187,6,,boundary
Mueang Sakon Nakhon District,Mueang Sakon Nakhon District,อำเภอเมืองสกลนคร,"103.9106187,17.0016099,104.3289689,17.3891388",0,0,18922213,6,,boundary
Sam Chai District,Sam Chai District,อำเภอสามชัย,"103.4216253,16.7597001,103.5975935,17.0633434",0,0,18922239,6,,boundary
Ban Rai District,Ban Rai District,อำเภอบ้านไร่,"98.984003,14.9419101,99.7927307,15.7982614",0,0,18928769,6,,boundary
Nikhom Nam Un District,Nikhom Nam Un District,อำเภอนิคมน้ำอูน,"103.6135307,17.1114417,103.8607039,17.2395272",0,0,18928824,6,,boundary
Dan Chang District,Dan Chang District,อำเภอด่านช้าง,"99.2759624,14.7034638,99.831324,15.0809053",0,0,18928851,6,,boundary
Sam Chuk District,Sam Chuk District,อำเภอสามชุก,"99.9425472,14.6764666,100.197792,14.8461519",0,0,18928870,6,,boundary
Somdet District,Somdet District,อำเภอสมเด็จ,"103.6347468,16.5979983,103.9070637,16.9671364",0,0,18928884,6,,boundary
Ku Kaeo District,Ku Kaeo District,อำเภอกู่แก้ว,"103.0817797,17.0977573,103.2446281,17.2362316",0,0,18928913,6,,boundary
Tha Khantho District,Tha Khantho District,อำเภอท่าคันโท,"103.0967607,16.7852754,103.4128641,16.9678637",0,0,18928914,6,,boundary
Nong Ya Sai District,Nong Ya Sai District,อำเภอหนองหญ้าไซ,"99.6518198,14.6815703,99.9922232,14.8725885",0,0,18928933,6,,boundary
Yang Talat District,Yang Talat District,อำเภอยางตลาด,"103.1635336,16.2860025,103.511296,16.6187717",0,0,18929004,6,,boundary
Phang Khon District,Phang Khon District,อำเภอพังโคน,"103.6250127,17.2589244,103.8589895,17.4851927",0,0,18929010,6,,boundary
Doem Bang Nang Buat District,Doem Bang Nang Buat District,อำเภอเดิมบางนางบวช,"99.7304907,14.7674778,100.2305807,14.9634778",0,0,18929015,6,,boundary
Krong Pinang,Krong Pinang,,"101.1971712,6.2961411,101.3256129,6.4878831",0,0,18929017,6,,boundary
Kumphawapi District,Kumphawapi District,อำเภอกุมภวาปี,"102.7990837,16.8838079,103.1558436,17.2633956",0,0,18929019,6,,boundary
Ban Mai Chaiyaphot District,Ban Mai Chaiyaphot District,อำเภอบ้านใหม่ไชยพจน์,"102.7671401,15.5053447,102.9350874,15.6372829",0,0,18929074,6,,boundary
Don Chedi District,Don Chedi District,อำเภอดอนเจดีย์,"99.7832305,14.5593981,100.0865369,14.7360169",0,0,18929079,6,,boundary
Chaloem Phra Kiat District,Chaloem Phra Kiat District,อำเภอเฉลิมพระเกียรติ,"102.7852067,14.4719302,102.959017,14.6824918",0,0,18929095,6,,boundary
Si Prachan District,Si Prachan District,อำเภอศรีประจันต์,"100.0511628,14.5310923,100.2467907,14.7708786",0,0,18929120,6,,boundary
Bo Phloi District,Bo Phloi District,อำเภอบ่อพลอย,"99.2762193,14.1286421,99.5988091,14.6358584",0,0,18929122,6,,boundary
Phanna Nikhom District,Phanna Nikhom District,อำเภอพรรณานิคม,"103.7092486,17.1469407,104.0640008,17.4727516",0,0,18929136,6,,boundary
Betong,Betong,,"100.98399,5.612851,101.502268,6.0581189",0,0,18929137,6,,boundary
U Thong District,U Thong District,อำเภออู่ทอง,"99.7929847,14.2173256,99.9939439,14.635526",0,0,18929140,6,,boundary
Dan Makham Tia District,Dan Makham Tia District,อำเภอด่านมะขามเตี้ย,"99.1483,13.726142,99.5100774,13.9547342",0,0,18929145,6,,boundary
Chamni District,Chamni District,อำเภอชำนิ,"102.6947262,14.7118243,102.9330983,14.8626458",0,0,18929146,6,,boundary
Mueang Suphan Buri,Mueang Suphan Buri,อำเภอเมืองสุพรรณบุรี,"99.9177043,14.3339213,100.2533757,14.6106321",0,0,18929183,6,,boundary
Huai Krachao District,Huai Krachao District,อำเภอห้วยกระเจา,"99.5438302,14.2302594,99.8298042,14.4715112",0,0,18929209,6,,boundary
Kabang,Kabang,,"100.834711,6.231732,101.0801973,6.4878261",0,0,18929237,6,,boundary
Kut Chap District,Kut Chap District,อำเภอกุดจับ,"102.384903,17.3383321,102.7055913,17.5363542",0,0,18929252,6,,boundary
Phon Na Kaeo District,Phon Na Kaeo District,อำเภอโพนนาแก้ว,"104.1798641,17.0994245,104.4352781,17.3261352",0,0,18929316,6,,boundary
Bannang Sata,Bannang Sata,,"101.1015004,6.1304132,101.4033707,6.3919049",0,0,18929317,6,,boundary
Lao Khwan District,Lao Khwan District,อำเภอเลาขวัญ,"99.5332816,14.3811181,99.8331006,14.8027176",0,0,18929318,6,,boundary
Mueang Udon Thani District,Mueang Udon Thani District,อำเภอเมืองอุดรธานี,"102.5939836,17.2018929,102.9622188,17.5780287",0,0,18929325,6,,boundary
Bang Pla Ma District,Bang Pla Ma District,อำเภอบางปลาม้า,"99.9840467,14.2368473,100.2900073,14.4541771",0,0,18929358,6,,boundary
Phu Phan District,Phu Phan District,อำเภอภูพาน,"103.7399994,16.7722558,104.1021578,17.0597765",0,0,18929392,6,,boundary
Buntharik District,Buntharik District,อำเภอบุณฑริก,"105.2517714,14.384125,105.579959,14.9580407",0,0,18929401,6,,boundary
Mueang Kanchanaburi District,Mueang Kanchanaburi District,อำเภอเมืองกาญจนบุรี,"99.020552,13.757301,99.5928509,14.345679",0,0,18929456,6,,boundary
Sawang Daen Din District,Sawang Daen Din District,อำเภอสว่างแดนดิน,"103.2506949,17.2664273,103.6679383,17.6853217",0,0,18929458,6,,boundary
Song Phi Nong District,Song Phi Nong District,อำเภอสองพี่น้อง,"99.7677842,14.0639083,100.2431269,14.3409137",0,0,18929497,6,,boundary
Nong Prue District,Nong Prue District,อำเภอหนองปรือ,"99.2390354,14.5339997,99.5804169,14.8369112",0,0,18929500,6,,boundary
Na Yung District,Na Yung District,อำเภอนายูง,"102.0157348,17.790761,102.2759284,18.086392",0,0,18929508,6,,boundary
Det Udom District,Det Udom District,อำเภอเดชอุดม,"104.7975463,14.6179481,105.307018,15.0394924",0,0,18929509,6,,boundary
Khaen Dong District,Khaen Dong District,อำเภอแคนดง,"103.0295963,15.2366089,103.2368989,15.4125234",0,0,18929511,6,,boundary
Phanom Thuan District,Phanom Thuan District,อำเภอพนมทวน,"99.5622239,14.0173866,99.8335655,14.2783125",0,0,18929594,6,,boundary
Don Mot Daeng District,Don Mot Daeng District,อำเภอดอนมดแดง,"104.9345809,15.2794495,105.1122104,15.5168579",0,0,18929632,6,,boundary
Bang Len District,Bang Len District,อำเภอบางเลน,"100.0515176,13.8902516,100.298274,14.1791244",0,0,18929643,6,,boundary
Sai Yok District,Sai Yok District,อำเภอไทรโยค,"98.5333631,13.9180064,99.3219878,14.5584039",0,0,18929683,6,,boundary
Khu Mueang District,Khu Mueang District,อำเภอคูเมือง,"102.9517109,15.112305,103.1509556,15.453117",0,0,18929921,6,,boundary
Khemarat District,Khemarat District,อำเภอเขมราฐ,"104.9981444,15.8010325,105.425843,16.0981491",0,0,18929985,6,,boundary
Sangkhla Buri District,Sangkhla Buri District,อำเภอสังขละบุรี,"98.181697,14.8531673,98.8914391,15.6607404",0,0,18931269,6,,boundary
Song Dao District,Song Dao District,อำเภอส่องดาว,"103.2996981,17.2123817,103.5705473,17.4170167",0,0,18931283,6,,boundary
Si Sawat District,Si Sawat District,อำเภอศรีสวัสดิ์,"98.8702448,14.22836,99.3660156,15.071189",0,0,18931299,6,,boundary
Krasang District,Krasang District,อำเภอกระสัง,"103.1733593,14.7650734,103.4480809,15.1211567",0,0,18931300,6,,boundary
Nam Som District,Nam Som District,อำเภอน้ำโสม,"102.0176068,17.6327509,102.3249244,17.884967",0,0,18931304,6,,boundary
Don Tum District,Don Tum District,อำเภอดอนตูม,"100.0117531,13.8709972,100.1762956,14.051749",0,0,18931310,6,,boundary
Tha Maka District,Tha Maka District,อำเภอท่ามะกา,"99.6661928,13.8071534,99.8793176,14.100992",0,0,18931387,6,,boundary
Kamphaeng Saen District,Kamphaeng Saen District,อำเภอกำแพงแสน,"99.816712,13.8846015,100.0683973,14.1542692",0,0,18931389,6,,boundary
Tha Muang District,Tha Muang District,อำเภอท่าม่วง,"99.4568686,13.7588525,99.7322021,14.1101197",0,0,18931398,6,,boundary
Non Sa-at District,Non Sa-at District,อำเภอโนนสะอาด,"102.7089512,16.8352215,103.0359119,17.1027694",0,0,18931404,6,,boundary
Khong Chiam District,Khong Chiam District,อำเภอโขงเจียม,"105.3443775,15.257936,105.636812,15.6671166",0,0,18931413,6,,boundary
Thong Pha Phum District,Thong Pha Phum District,อำเภอทองผาภูมิ,"98.229768,14.4429064,99.0118739,15.2751205",0,0,18931429,6,,boundary
Tao Ngoi District,Tao Ngoi District,อำเภอเต่างอย,"104.022814,16.8212999,104.2668599,17.0730083",0,0,18931440,6,,boundary
Mueang Nakhon Pathom District,Mueang Nakhon Pathom District,อำเภอเมืองนครปฐม,"99.8984754,13.6762457,100.131853,13.9454346",0,0,18931445,6,,boundary
Lahan Sai District,Lahan Sai District,อำเภอละหานทราย,"102.7475914,14.1466881,103.0331698,14.502804",0,0,18931446,6,,boundary
Nong Han District,Nong Han District,อำเภอหนองหาน,"102.9330404,17.212182,103.3022378,17.5072773",0,0,18931488,6,,boundary
Lam Plai Mat District,Lam Plai Mat District,อำเภอลำปลายมาศ,"102.6964288,14.8304031,103.0204812,15.2068008",0,0,18931507,6,,boundary
Wanon Niwat District,Wanon Niwat District,อำเภอวานรนิวาส,"103.5117248,17.4310595,103.9453101,17.8260183",0,0,18931523,6,,boundary
Nakhon Chai Si District,Nakhon Chai Si District,อำเภอนครชัยศรี,"100.0984038,13.7047904,100.2673548,13.9227221",0,0,18931531,6,,boundary
Khueang Nai District,Khueang Nai District,,"104.3715842,15.2235645,104.7103578,15.5687764",0,0,18931532,6,,boundary
Phutthamonthon District,Phutthamonthon District,อำเภอพุทธมณฑล,"100.2361392,13.7629862,100.3336124,13.9048342",0,0,18931587,6,,boundary
Kut Khaopun District,Kut Khaopun District,อำเภอกุดข้าวปุ้น,"104.9073922,15.72694,105.167277,15.9371532",0,0,18931613,6,,boundary
Nong Saeng District,Nong Saeng District,อำเภอหนองแสง,"102.6404758,17.0331462,102.8899905,17.2448023",0,0,18931632,6,,boundary
Sam Phran District,Sam Phran District,อำเภอสามพราน,"100.0628392,13.6485754,100.3375551,13.8034155",0,0,18931634,6,,boundary
Ban Fang District,Ban Fang District,อำเภอบ้านฝาง,"102.5214161,16.3429698,102.6970272,16.6605259",0,0,18931642,6,,boundary
Waritchaphum District,Waritchaphum District,อำเภอวาริชภูมิ,"103.4686745,17.1517225,103.7404822,17.3686636",0,0,18931650,6,,boundary
Lao Suea Kok District,Lao Suea Kok District,อำเภอเหล่าเสือโก้ก,"104.836331,15.34062,105.0075412,15.5473847",0,0,18931666,6,,boundary
Na Pho District,Na Pho District,อำเภอนาโพธิ์,"102.8688483,15.6025658,103.013499,15.7958261",0,0,18931675,6,,boundary
Ban Phaeo District,Ban Phaeo District,อำเภอบ้านแพ้ว,"100.0269136,13.4858085,100.2331751,13.6842999",0,0,18931677,6,,boundary
Muang Sam Sip District,Muang Sam Sip District,อำเภอม่วงสามสิบ,"104.5601373,15.3627256,104.8766819,15.6894407",0,0,18931682,6,,boundary
Nong Wua So District,Nong Wua So District,อำเภอหนองวัวซอ,"102.4377044,16.9936761,102.7019427,17.3748473",0,0,18931684,6,,boundary
Ban Phai District,Ban Phai District,อำเภอบ้านไผ่,"102.6384007,15.8744888,102.9093808,16.1890425",0,0,18931689,6,,boundary
Ban Pong District,Ban Pong District,อำเภอบ้านโป่ง,"99.6064146,13.7472871,99.9708067,13.957609",0,0,18931705,6,,boundary
Nang Rong District,Nang Rong District,อำเภอนางรอง,"102.6030244,14.4610085,102.9626774,14.7947105",0,0,18931706,6,,boundary
Phen District,Phen District,อำเภอเพ็ญ,"102.6932652,17.4699464,103.1169046,17.8983107",0,0,18931764,6,,boundary
Non Din Daeng District,Non Din Daeng District,อำเภอโนนดินแดง,"102.4326382,14.1300445,102.8289188,14.377394",0,0,18931765,6,,boundary
Mueang Ubon Ratchathani District,Mueang Ubon Ratchathani District,อำเภอเมืองอุบลราชธานี,"104.6726373,15.1807112,105.0343788,15.4144616",0,0,18931767,6,,boundary
Chonnabot District,Chonnabot District,อำเภอชนบท,"102.4249143,15.9079678,102.6554106,16.145597",0,0,18931768,6,,boundary
Non Suwan District,Non Suwan District,อำเภอโนนสุวรรณ,"102.481348,14.4940871,102.6585127,14.6354089",0,0,18931771,6,,boundary
Photharam District,Photharam District,อำเภอโพธาราม,"99.5330183,13.6090361,99.9530588,13.7963865",0,0,18931788,6,,boundary
Chum Phae District,Chum Phae District,อำเภอชุมแพ,"101.9319604,16.4450172,102.3146855,16.8706735",0,0,18931789,6,,boundary
Nong Hong District,Nong Hong District,อำเภอหนองหงส์,"102.5406128,14.7927168,102.8060793,14.958119",0,0,18931790,6,,boundary
Na Chaluai District,Na Chaluai District,อำเภอนาจะหลวย,"105.0946214,14.364757,105.3260649,14.7392302",0,0,18931810,6,,boundary
Bang Phae District,Bang Phae District,อำเภอบางแพ,"99.8930464,13.6027336,100.0714949,13.7510811",0,0,18931811,6,,boundary
Khao Suan Kwang District,Khao Suan Kwang District,อำเภอเขาสวนกวาง,"102.6692452,16.7856437,102.9501465,17.0882043",0,0,18931815,6,,boundary
Phibun Rak District,Phibun Rak District,อำเภอพิบูลย์รักษ์,"102.9546894,17.4473488,103.1559075,17.6254954",0,0,18931816,6,,boundary
Na Tan District,Na Tan District,อำเภอนาตาล,"105.1291561,15.8545692,105.392712,16.0030996",0,0,18931818,6,,boundary
Khok Pho Chai District,Khok Pho Chai District,อำเภอโคกโพธิ์ไชย,"102.279913,15.9782334,102.4928899,16.1605562",0,0,18931819,6,,boundary
Nong Ki District,Nong Ki District,อำเภอหนองกี่,"102.4397003,14.5648021,102.7282943,14.8598221",0,0,18931821,6,,boundary
Na Yia District,Na Yia District,อำเภอนาเยีย,"104.9702164,14.9438913,105.1901787,15.1855389",0,0,18931865,6,,boundary
Kranuan District,Kranuan District,อำเภอกระนวน,"102.9850048,16.6216063,103.1844694,16.9130937",0,0,18931871,6,,boundary
Pakham District,Pakham District,อำเภอปะคำ,"102.5621819,14.29648,102.7833726,14.4985972",0,0,18934356,6,,boundary
Mancha Khiri District,Mancha Khiri District,อำเภอมัญจาคีรี,"102.3453171,16.0725277,102.6937483,16.3946878",0,0,18934372,6,,boundary
Phlapphla Chai District,Phlapphla Chai District,อำเภอพลับพลาชัย,"103.0731071,14.6224207,103.2751933,14.8221557",0,0,18934392,6,,boundary
Mueang Khon Kaen District,Mueang Khon Kaen District,อำเภอเมืองขอนแก่น,"102.6303126,16.2179131,103.0207649,16.636692",0,0,18934428,6,,boundary
Damnoen Saduak District,Damnoen Saduak District,อำเภอดำเนินสะดวก,"99.881032,13.4855042,100.0447347,13.6441961",0,0,18934445,6,,boundary
Nam Phong District,Nam Phong District,อำเภอน้ำพอง,"102.7171552,16.5297913,103.0178526,16.8649287",0,0,18934447,6,,boundary
Wat Phleng District,Wat Phleng District,อำเภอวัดเพลง,"99.8394822,13.4049212,99.8919089,13.4952625",0,0,18934453,6,,boundary
Phutthaisong District,Phutthaisong District,อำเภอพุทไธสง,"102.8382083,15.4264302,103.1155118,15.6667775",0,0,18934527,6,,boundary
Prachak Sinlapakhom District,Prachak Sinlapakhom District,อำเภอประจักษ์ศิลปาคม,"102.9005438,17.1931002,103.0885627,17.3204659",0,0,18934529,6,,boundary
Mueang Ratchaburi District,Mueang Ratchaburi District,อำเภอเมืองราชบุรี,"99.5777483,13.4454143,99.9190819,13.6437597",0,0,18934531,6,,boundary
Non Sila District,Non Sila District,อำเภอโนนศิลา,"102.6017952,15.8953618,102.7691444,16.06143",0,0,18934548,6,,boundary
Pak Tho District,Pak Tho District,อำเภอปากท่อ,"99.4986485,13.1977132,99.8836213,13.5149284",0,0,18934551,6,,boundary
Nong Na Kham District,Nong Na Kham District,อำเภอหนองนาคำ,"102.2130731,16.7334853,102.433579,16.8948887",0,0,18934555,6,,boundary
Ban Kha District,Ban Kha District,อำเภอบ้านคา,"99.186935,13.1487936,99.5415332,13.5145695",0,0,18934566,6,,boundary
Prakhon Chai District,Prakhon Chai District,อำเภอประโคนชัย,"102.9389247,14.4131547,103.2597578,14.837452",0,0,18934569,6,,boundary
Nam Khun District,Nam Khun District,อำเภอน้ำขุ่น,"104.8155282,14.4238952,104.9954324,14.6752244",0,0,18934570,6,,boundary
Nong Ruea District,Nong Ruea District,อำเภอหนองเรือ,"102.2847257,16.3546833,102.5834124,16.6273154",0,0,18934571,6,,boundary
Si That District,Si That District,อำเภอศรีธาตุ,"103.0485415,16.9221206,103.3773802,17.1601469",0,0,18934576,6,,boundary
Chom Bueng District,Chom Bueng District,อำเภอจอมบึง,"99.3155529,13.4179861,99.7410421,13.8066836",0,0,18934601,6,,boundary
Nam Yuen District,Nam Yuen District,อำเภอน้ำยืน,"104.8858095,14.209568,105.283855,14.6756866",0,0,18934602,6,,boundary
Suan Phueng District,Suan Phueng District,อำเภอสวนผึ้ง,"99.163586,13.3008044,99.4933975,13.7771479",0,0,18934607,6,,boundary
Thung Fon District,Thung Fon District,อำเภอทุ่งฝน,"103.1294409,17.416626,103.3218821,17.5919124",0,0,18934613,6,,boundary
Satuek District,Satuek District,อำเภอสตึก,"103.1555047,15.0995098,103.5054385,15.3472855",0,0,18934621,6,,boundary
Wang Sam Mo District,Wang Sam Mo District,อำเภอวังสามหมอ,"103.3164962,16.803074,103.6681462,17.2299164",0,0,18934630,6,,boundary
Nong Song Hong District,Nong Song Hong District,อำเภอหนองสองห้อง,"102.6739091,15.6326251,102.9324861,15.9048077",0,0,18934635,6,,boundary
Khao Yoi District,Khao Yoi District,อำเภอเขาย้อย,"99.6882437,13.1175792,99.9100112,13.3434168",0,0,18934639,6,,boundary
Phon District,Phon District,อำเภอพล,"102.4532001,15.7035153,102.709324,15.9354983",0,0,18934652,6,,boundary
Phibun Mangsahan District,Phibun Mangsahan District,อำเภอพิบูลมังสาหาร,"105.0377279,14.9372779,105.3919584,15.3848297",0,0,18934659,6,,boundary
Phra Yuen District,Phra Yuen District,อำเภอพระยืน,"102.5264773,16.2392051,102.7798239,16.380669",0,0,18934674,6,,boundary
Khuan Don,Khuan Don,,"99.9977756,6.681398,100.2158605,6.843525",0,0,18934675,6,,boundary
Ban Lat District,Ban Lat District,อำเภอบ้านลาด,"99.7344997,12.9757229,99.9671272,13.130199",0,0,18934681,6,,boundary
Phu Pha Man District,Phu Pha Man District,อำเภอภูผาม่าน,"101.7496254,16.6272451,101.9583786,16.8357003",0,0,18934682,6,,boundary
Phu Wiang District,Phu Wiang District,อำเภอภูเวียง,"102.2783036,16.5370344,102.6089986,16.8085563",0,0,18934703,6,,boundary
Pueai Noi District,Pueai Noi District,อำเภอเปือยน้อย,"102.7786693,15.8075216,102.9274856,15.9783923",0,0,18934715,6,,boundary
Pho Sai District,Pho Sai District,อำเภอโพธิ์ไทร,"105.162438,15.6346507,105.5489039,15.9027893",0,0,18934716,6,,boundary
Sam Sung District,Sam Sung District,อำเภอซำสูง,"102.9576364,16.4764887,103.1542137,16.6347546",0,0,18934730,6,,boundary
Khuan Kalong,Khuan Kalong,,"99.8626505,6.8084654,100.2206192,7.1100168",0,0,18934748,6,,boundary
Ban Pho District,Ban Pho District,อำเภอบ้านโพธิ์,"100.9376576,13.547486,101.2461199,13.7045556",0,0,18934749,6,,boundary
Nong Ya Plong District,Nong Ya Plong District,อำเภอหนองหญ้าปล้อง,"99.099418,12.9753607,99.7961989,13.3003727",0,0,18934757,6,,boundary
Bang Khla District,Bang Khla District,อำเภอบางคล้า,"101.1366476,13.6162856,101.2694941,13.8862589",0,0,18934775,6,,boundary
Samrong District,Samrong District,อำเภอสำโรง,"104.6694132,14.8342661,104.9046016,15.0844079",0,0,18934776,6,,boundary
Si Chomphu District,Si Chomphu District,อำเภอสีชมพู,"102.002839,16.6171852,102.2358732,16.8974113",0,0,18934823,6,,boundary
Bang Nam Priao District,Bang Nam Priao District,อำเภอบางน้ำเปรี้ยว,"100.905233,13.7621094,101.162182,13.9766666",0,0,18934870,6,,boundary
Ubolratana District,Ubolratana District,อำเภออุบลรัตน์,"102.5581827,16.6235622,102.7519893,16.9660934",0,0,18934871,6,,boundary
Sawang Wirawong District,Sawang Wirawong District,อำเภอสว่างวีระวงศ์,"104.941158,15.1643258,105.1774196,15.3078245",0,0,18934873,6,,boundary
Kaeng Krachan District,Kaeng Krachan District,อำเภอแก่งกระจาน,"99.162256,12.5632061,99.7922289,13.1434182",0,0,18934877,6,,boundary
Waeng Noi District,Waeng Noi District,อำเภอแวงน้อย,"102.3156087,15.694914,102.5164586,15.9008527",0,0,18934886,6,,boundary
Waeng Yai District,Waeng Yai District,อำเภอแวงใหญ่,"102.3522419,15.8718873,102.5836346,15.9981383",0,0,18934895,6,,boundary
Si Mueang Mai District,Si Mueang Mai District,อำเภอศรีเมืองใหม่,"105.1913218,15.3682427,105.6323031,15.7507628",0,0,18934908,6,,boundary
Wiang Kao District,Wiang Kao District,อำเภอเวียงเก่า,"102.157321,16.5884696,102.3636805,16.8545088",0,0,18934909,6,,boundary
Cha-am District,Cha-am District,อำเภอชะอำ,"99.7505759,12.6126281,100.0270352,12.9261969",0,0,18934935,6,,boundary
La-Ngu,La-Ngu,,"99.4998073,6.7700875,99.8970457,7.0794481",0,0,18934936,6,,boundary
Krathum Baen District,Krathum Baen District,อำเภอกระทุ่มแบน,"100.1696608,13.6027969,100.3502436,13.7245811",0,0,18934962,6,,boundary
Ao Luek District,Ao Luek District,อำเภออ่าวลึก,"98.6116721,8.2031161,98.9294918,8.563432",0,0,18934964,6,,boundary
